case_id,model,status,service_mode,fallback_used,requested_domain_type,effective_domain_type,domain_adaptation,material,medium_id,temperature_c,pressure_mpa,time_ms,frequency_hz,source_x,source_y,source_z,probe_x,probe_y,probe_z,direction_x,direction_y,direction_z,azimuth_deg,elevation_deg,magnitude,travel_time_ms_pred,max_displacement,max_temperature_perturbation,wave_type,model_version,error_code,error_message,http_status,medium_id_material,name,category,rho_kg_m3,Vp_m_s,Vs_m_s,E_Pa,K_Pa,mu_Pa,k_W_mK,Cp_J_kgK,alpha_1_K,porosity_percent,E_GPa,K_GPa,mu_GPa,alpha_1e6_K,input_azimuth_deg
case_027_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,320.0,25.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.993456,0.114213,0.0,6.558,0.0,1.0,0.078491,0.002011457,716.188965,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,6.558236053582674
case_028_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.975927,0.218095,0.0,12.597,0.0,0.044668,0.103869,1.6673e-05,0.112107,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,12.597174574510078
case_028_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,120.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.614168,0.00162,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_028_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.214168,12888327.0,31016712404992.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46190798570618
case_028_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,120.0,5.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.959587,0.281413,0.0,16.345,0.0,1.0,0.132184,0.002010752,698.132812,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.34455098116963
case_029_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,180.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.975927,0.218095,0.0,12.597,0.0,0.044703,0.104994,1.6983e-05,0.168159,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,12.597174574510078
case_029_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,180.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.614168,0.0019,1.78571429,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_029_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,180.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.214168,12888414.0,31016882274304.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46186714618494
case_029_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,180.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.959714,0.280979,0.0,16.319,0.0,1.0,0.132184,0.00201087,698.129517,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.318641825202455
case_030_limestone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.95876,0.284215,0.0,16.512,0.0,0.045237,0.102608,2.1737e-05,0.070068,physics_informed,pinn-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,16.511940393064634
case_030_limestone,mgn,ok,fallback,True,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.614168,0.00142,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,17.818871381494606
case_030_limestone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.214168,12888254.0,31016542535680.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,-135.46190798570618
case_030_limestone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,limestone,limestone,60.0,5.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.942239,0.334942,0.0,19.569,0.0,1.0,0.132184,0.002010418,698.134644,tokenset,oformer-baseline@best_model.pth,,,200,limestone,Limestone,sedimentary,2694.0,5800.0,3100.0,67314438751.56055,56107040000.0,25889340000.0,2.3,900.0,1e-05,30.0,67.31443875156054,56.10704,25.88934,10.0,19.56900618176681
case_031_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.956051,0.293201,0.0,17.05,0.0,0.040279,0.098856,1.4716e-05,0.196163,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,17.049689767194124
case_031_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,3.353351,0.00182,1.78571429,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,17.818871381494606
case_031_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.753351,12888414.0,31016882274304.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.4619481719977
case_031_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,180.0,5.0,16.0,25.0,0.18,0.42,0.0,0.74,0.6,0.0,0.941757,0.336295,0.0,19.651,0.0,1.0,0.125553,0.001344411,733.475586,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,19.65129960283526
case_032_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.974312,0.225202,0.0,13.015,0.0,0.03994,0.096454,1.2096e-05,0.052315,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,13.014758000324242
case_032_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,2.153351,0.00142,0.92857143,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,17.818871381494606
case_032_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,-0.712784,-0.701384,0.0,-135.4619,0.0,1.0,1.353351,12888254.0,31016540438528.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.46186714618494
case_032_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,5.0,8.0,50.0,0.12,0.34,0.0,0.68,0.52,0.0,0.961421,0.275082,0.0,15.967,0.0,1.0,0.125553,0.001344409,733.471558,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,15.966897229993492
case_033_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999176,0.040582,0.0,2.326,0.0,0.041564,0.060457,2.4999e-05,0.5461,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,2.3258165109473716
case_033_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.966102,0.00228667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,13.240503511449306
case_033_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712785,-0.701382,0.0,-135.462,0.0,1.0,1.366102,12888556.0,31017284927488.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.4619890115753
case_033_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,5.0,16.0,50.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999534,0.03052,0.0,1.749,0.0,1.0,0.074554,0.001344413,734.434204,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,1.7489390498553166
case_034_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999176,0.040583,0.0,2.326,0.0,0.04154,0.057979,2.5186e-05,0.204792,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,2.325873759537015
case_034_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,1.166102,0.00162,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,13.240503511449306
case_034_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712786,-0.701381,0.0,-135.4621,0.0,1.0,0.766102,12888327.0,31016714502144.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.46207003744257
case_034_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,5.0,4.0,75.0,0.24,0.58,0.0,0.58,0.66,0.0,0.998379,0.056915,0.0,3.263,0.0,1.0,0.074554,0.00134441,733.473755,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,3.262752515478284
case_035_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.982248,0.187584,0.0,10.812,0.0,0.040326,0.084695,1.5192e-05,0.347175,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,10.81182872900596
case_035_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,1.994331,0.00236667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,1.1691440041393448
case_035_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712784,-0.701383,0.0,-135.4619,0.0,1.0,1.194331,12888544.0,31017284927488.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.46190798570618
case_035_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.99349,0.113917,0.0,6.541,0.0,1.0,0.104611,0.001344413,734.434204,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,6.541164983096096
case_036_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,260.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.982248,0.187584,0.0,10.812,0.0,0.040303,0.083623,1.5008e-05,0.282081,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,10.81182872900596
case_036_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,260.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,1.994331,0.00216667,2.35714286,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,1.1691440041393448
case_036_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,260.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712785,-0.701383,0.0,-135.4619,0.0,1.0,1.194331,12888485.0,31017112961024.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.4619481719977
case_036_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,260.0,25.0,8.0,25.0,0.31,0.47,0.0,0.8,0.48,0.0,0.992554,0.121809,0.0,6.996,0.0,1.0,0.104611,0.001344412,733.549194,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,6.996513548248331
case_037_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,20.0,60.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.956051,0.293202,0.0,17.05,0.0,0.040303,0.095261,1.5304e-05,0.021802,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,17.049744544846682
case_037_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,20.0,60.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.952029,0.306009,0.0,17.8189,0.0,1.0,1.553351,0.00150667,0.64285714,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,17.818871381494606
case_037_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,20.0,60.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,1.153351,12888207.0,31016433483776.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.46182695983524
case_037_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,20.0,60.0,4.0,50.0,0.18,0.42,0.0,0.74,0.6,0.0,0.938906,0.344173,0.0,20.131,0.0,1.0,0.125553,0.001350329,733.469849,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,20.131325721291716
case_038_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.982249,0.187583,0.0,10.812,0.0,0.040573,0.084459,1.7074e-05,0.347175,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,10.811761702548521
case_038_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.999792,0.020404,0.0,1.1691,0.0,1.0,3.194331,0.00250667,2.78571429,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,1.1691440041393448
case_038_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,-0.712786,-0.701382,0.0,-135.462,0.0,1.0,1.594331,12888556.0,31017287024640.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.4620291978086
case_038_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,320.0,60.0,16.0,75.0,0.31,0.47,0.0,0.8,0.48,0.0,0.99349,0.113917,0.0,6.541,0.0,1.0,0.104611,0.001344413,734.434204,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,6.541164983096096
case_039_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.999176,0.040582,0.0,2.326,0.0,0.041352,0.057725,2.3261e-05,0.204792,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,2.3258165109473716
case_039_sandstone,mgn,ok,fallback,True,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.973417,0.229039,0.0,13.2405,0.0,1.0,2.366102,0.00184,1.35714286,dominant_p,mgn-service-fallback-v1,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,13.240503511449306
case_039_sandstone,fno,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,-0.712783,-0.701384,0.0,-135.4618,0.0,1.0,1.166102,12888339.0,31016720793600.0,fno_checkpoint_inference,fno-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,-135.46182695983524
case_039_sandstone,transformer,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,120.0,60.0,12.0,25.0,0.24,0.58,0.0,0.58,0.66,0.0,0.998379,0.056915,0.0,3.263,0.0,1.0,0.074554,0.00134441,733.473755,tokenset,oformer-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,3.262752515478284
case_040_sandstone,pinn,ok,checkpoint,False,rect_2d,rect_2d,none,sandstone,sandstone_medium,60.0,25.0,4.0,25.0,0.12,0.34,0.0,0.68,0.52,0.0,0.974312,0.225202,0.0,13.015,0.0,0.039833,0.0963,1.1555e-05,0.052315,physics_informed,pinn-baseline@best_model.pth,,,200,sandstone_medium,Sandstone (medium),sedimentary,2684.0,6170.0,3200.0,72339331496.10657,65531380933.33333,27484160000.0,2.5,850.0,1.2e-05,34.0,72.33933149610657,65.53138093333332,27.48416,12.0,13.014758000324242
